Req. No. | requirement | subject | s-tag | s-ner | s-type | verb | v-tag | vcat | vprocess | object | o-tag | o-ner | o-type | label 
116|The system shall have the same search bar for torrent and streaming search.|system|NN|O|group|shall have|VB|1|0|search bar|NN|O|act|-1
116|The system shall have the same search bar for torrent and streaming search.|system|NN|O|group|shall have|VB|1|0|same search bar for torrent|NN|O|person|-1
116|The system shall have the same search bar for torrent and streaming search.|system|NN|O|group|shall have|VB|1|0|same search bar|NN|O|person|-1
117|The system shall update the database of torrent sites and streaming sites via the internet.|system|NN|O|group|shall update|VB|1|0|database|NN|O|communication|-1
117|The system shall update the database of torrent sites and streaming sites via the internet.|system|NN|O|group|shall update|VB|1|0|database of torrent site|NN|O|communication|-1
117|The system shall update the database of torrent sites and streaming sites via the internet.|system|NN|O|group|shall update database via|IN|1|0|internet|NN|O|artifact|-1
118|The system shall include the option for torrent searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for torrent search|NN|O|possession|-1
118|The system shall include the option for torrent searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for torrent|NN|O|possession|-1
118|The system shall include the option for torrent searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for torrent search with tick box|NN|O|possession|-1
118|The system shall include the option for torrent searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option|NN|O|possession|-1
119|The system shall retrieve torrent information when a query is made.|query|NN|O|communication|be|VB|0|0|make|VB|O|cognition|-1
119|The system shall retrieve torrent information when a query is made.|query|NN|O|communication|be|VB|0|0|when make|VB|O|cognition|-1
119|The system shall retrieve torrent information when a query is made.|system|NN|O|group|shall retrieve|VB|0|0|torrent information|NN|O|phenomenon|-1
121|The system shall arrange the results by size, date or alphabetical order.|system|NN|O|group|shall arrange|VB|1|0|result|NN|O|phenomenon|-1
121|The system shall arrange the results by size, date or alphabetical order.|system|NN|O|group|shall arrange|VB|1|0|result by size|NN|O|phenomenon|-1
123|The system shall include the option for video host searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for video host|NN|TITLE|possession|-1
123|The system shall include the option for video host searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for video host search with tick box|NN|O|possession|-1
123|The system shall include the option for video host searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for video host search|NN|O|possession|-1
123|The system shall include the option for video host searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option|NN|O|possession|-1
124|The system shall include the option for video link searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for video link search|NN|O|possession|-1
124|The system shall include the option for video link searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for video link search with tick box|NN|O|possession|-1
124|The system shall include the option for video link searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option|NN|O|possession|-1
124|The system shall include the option for video link searching with a tick box.|system|NN|O|group|shall include|VB|1|1|option for video link|NN|O|possession|-1
125|The system shall retrieve video information when a query to video hosting sites is made.|query|NN|O|communication|be|VB|0|0|make|VB|O|cognition|-1
125|The system shall retrieve video information when a query to video hosting sites is made.|system|NN|O|group|shall retrieve|VB|0|0|video information|NN|O|communication|-1
125|The system shall retrieve video information when a query to video hosting sites is made.|system|NN|O|group|shall retrieve|VB|0|0|information|NN|O|communication|-1
125|The system shall retrieve video information when a query to video hosting sites is made.|query|NN|O|communication|be|VB|0|0|when make|VB|O|cognition|-1
126|The system shall retrieve the video information when a query to video link sites is made.|query|NN|O|communication|be|VB|0|0|make|VB|O|cognition|-1
126|The system shall retrieve the video information when a query to video link sites is made.|system|NN|O|group|shall retrieve|VB|0|0|video information|NN|O|communication|-1
126|The system shall retrieve the video information when a query to video link sites is made.|query|NN|O|communication|be|VB|0|0|when make|VB|O|cognition|-1
128|The system shall arrange results by length, date or alphabetical order.|system|NN|O|group|shall arrange|VB|1|0|result|NN|O|phenomenon|-1
128|The system shall arrange results by length, date or alphabetical order.|system|NN|O|group|shall arrange|VB|1|0|result by length|NN|O|phenomenon|-1
130|The API will require the inclusion of only one header file.|API|NNP|O||will require|VB|1|0|inclusion of only one header file|NN|O|state|-1
130|The API will require the inclusion of only one header file.|API|NNP|O||will require|VB|1|0|inclusion|NN|O|state|-1
131|The system shall generate an error if a configuration is not provided. |system|NN|O|group|shall generate|VB|1|1|error|NN|O|act|-1
132|The system shall allow the user to provide metadata related to the conversion.|system|NN|O|group|shall allow|VB|1|0|user|NN|O|person|-1
132|The system shall allow the user to provide metadata related to the conversion.|user|NN|O|person|provide|VBP|1|1|metadata related|JJ|O|group|-1
132|The system shall allow the user to provide metadata related to the conversion.|metadata|NN|O|group|related to|TO|1|0|conversion|NN|O|event|-1
132|The system shall allow the user to provide metadata related to the conversion.|user|NN|O|person|provide|VBP|1|1|metadata related to conversion|NN|O|group|-1
132|The system shall allow the user to provide metadata related to the conversion.|user|NN|O|person|provide|VBP|1|1|metadata|NN|O|group|-1
133|The system shall store metadata related to the conversion in the converted files.|metadata|NN|O|group|related to|TO|1|0|conversion in file|NN|O|event|-1
133|The system shall store metadata related to the conversion in the converted files.|metadata|NN|O|group|related to|TO|1|0|conversion in convert file|NN|O|event|-1
133|The system shall store metadata related to the conversion in the converted files.|conversion|NN|O|event|in|IN|1|0|convert file|NN|O|person|-1
133|The system shall store metadata related to the conversion in the converted files.|system|NN|O|group|shall store|VB|1|0|metadata related to conversion|NN|O|group|-1
133|The system shall store metadata related to the conversion in the converted files.|system|NN|O|group|shall store|VB|1|0|metadata related to conversion in convert file|NN|O|group|-1
133|The system shall store metadata related to the conversion in the converted files.|system|NN|O|group|shall store|VB|1|0|metadata related to conversion in file|NN|O|group|-1
133|The system shall store metadata related to the conversion in the converted files.|system|NN|O|group|shall store|VB|1|0|metadata|NN|O|group|-1
133|The system shall store metadata related to the conversion in the converted files.|metadata|NN|O|group|related to|TO|1|0|conversion|NN|O|event|-1
133|The system shall store metadata related to the conversion in the converted files.|system|NN|O|group|shall store|VB|1|0|metadata related|JJ|O|group|-1
134|The system shall allow automatically generated migration metadata to be stored in the converted files.|system|NN|O|group|shall allow|VB|1|0|generate migration metadata|NN|O|act|-1
134|The system shall allow automatically generated migration metadata to be stored in the converted files.|generate migration metadata|NN|O|act|be store in|IN|1|0|file|NN|O|communication|-1
